Category.Field.ID	Description	Participants	Total.item.count..includes.1.or.more.visits.	new_col_name	link	value_to_detect	date_col	field_category
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Other_specified_degenerative_diseases_of_nervous_system			p40000_i0_Date_of_death_._Instance_29	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_without_specification_of_site			p40000_i0_Date_of_death_._Instance_17	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_without_specification_of_site			p40000_i0_Date_of_death_._Instance_17	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_without_specification_of_site			p40000_i0_Date_of_death_._Instance_17	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_without_specification_of_site			p40000_i0_Date_of_death_._Instance_17	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_without_specification_of_site			p40000_i0_Date_of_death_._Instance_17	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_without_specification_of_site			p40000_i0_Date_of_death_._Instance_17	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_without_specification_of_site			p40000_i0_Date_of_death_._Instance_17	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_without_specification_of_site			p40000_i0_Date_of_death_._Instance_17	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_without_specification_of_site			p40000_i0_Date_of_death_._Instance_17	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_without_specification_of_site			p40000_i0_Date_of_death_._Instance_17	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_without_specification_of_site			p40000_i0_Date_of_death_._Instance_17	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_without_specification_of_site			p40000_i0_Date_of_death_._Instance_17	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_without_specification_of_site			p40000_i0_Date_of_death_._Instance_17	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_without_specification_of_site			p40000_i0_Date_of_death_._Instance_17	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_without_specification_of_site			p40000_i0_Date_of_death_._Instance_17	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_without_specification_of_site			p40000_i0_Date_of_death_._Instance_17	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_without_specification_of_site			p40000_i0_Date_of_death_._Instance_17	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_without_specification_of_site			p40000_i0_Date_of_death_._Instance_17	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_without_specification_of_site			p40000_i0_Date_of_death_._Instance_17	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_without_specification_of_site			p40000_i0_Date_of_death_._Instance_17	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_without_specification_of_site			p40000_i0_Date_of_death_._Instance_17	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_without_specification_of_site			p40000_i0_Date_of_death_._Instance_17	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_without_specification_of_site			p40000_i0_Date_of_death_._Instance_17	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_without_specification_of_site			p40000_i0_Date_of_death_._Instance_17	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_without_specification_of_site			p40000_i0_Date_of_death_._Instance_17	Health outcomes:Externally sourced health outcomes:Death register
